target_variant,model_type,accuracy,precision,recall,f1,roc_auc,class_weight_used,positive_share_train,rank_within_target
top_price_only,Random Forest,0.7570789865871833,0.5135135135135135,0.5654761904761905,0.5382436260623229,0.753638880999716,True,0.2510257366654233,1
top_price_only,HistGradientBoosting,0.789865871833085,0.6062992125984252,0.4583333333333333,0.5220338983050847,0.7780933446937423,False,0.2510257366654233,2
top_price_only,Logistic Regression,0.6065573770491803,0.3588235294117647,0.7261904761904762,0.48031496062992124,0.6905590267916311,True,0.2510257366654233,3
top_price_plus_good_price,HistGradientBoosting,0.7242921013412816,0.7222222222222222,0.7112462006079028,0.7166921898928025,0.7753292806484297,False,0.4908616187989556,1
top_price_plus_good_price,Logistic Regression,0.6274217585692996,0.6131805157593123,0.6504559270516718,0.6312684365781711,0.6869300911854103,False,0.4908616187989556,2
top_price_plus_good_price,Random Forest,0.6572280178837556,0.6826568265682657,0.5623100303951368,0.6166666666666667,0.7333715494409783,False,0.4908616187989556,3
